老板 对 你 不 太 满意 。,老板对你不太满意。,lǎobǎn dùi nǐ bù tài mǎnyì 。,The boss is not very satisfied with you.,[sound:hsk2_grammar_sent420.mp3],:: 对 + Person + 来说 ，⋯⋯ ::,Describing actions,"Using ""dui"" with verbs",https://resources.allsetlearning.com/chinese/grammar/ASG8ICO9
观众 对 比赛 结果 非常 失望 。,观众对比赛结果非常失望。,guānzhòng dùi bǐsài jiéguǒ fēicháng shīwàng 。,The audience was very disappointed with the result of the game.,[sound:hsk2_grammar_sent421.mp3],:: 对 + Person + 来说 ，⋯⋯ ::,Describing actions,"Using ""dui"" with verbs",https://resources.allsetlearning.com/chinese/grammar/ASG8ICO9
我 的 小 女儿 对 所有 动物 都 很 好奇 。,我的小女儿对所有动物都很好奇。,wǒ de xiǎo nv̌ér dùi suǒyǒu dòngwù dū hěn hǎoqí 。,My little daughter is curious about all animals.,[sound:hsk2_grammar_sent422.mp3],:: 对 + Person + 来说 ，⋯⋯ ::,Describing actions,"Using ""dui"" with verbs",https://resources.allsetlearning.com/chinese/grammar/ASG8ICO9
我 姓 王 。,我姓王。,wǒ xìng wáng 。,My name is Wong.,[sound:hsk2_grammar_sent423.mp3],:: Subj. + 姓 + [Surname] ::,Introducing people,"Using the verb ""xing""",https://resources.allsetlearning.com/chinese/grammar/ASGPS9NY
你 老板 姓 李 吗 ？,你老板姓李吗？,nǐ lǎobǎn xìng lǐ ma ？,Is your boss surnamed Li?,[sound:hsk2_grammar_sent424.mp3],:: Subj. + 姓 + [Surname] ::,Introducing people,"Using the verb ""xing""",https://resources.allsetlearning.com/chinese/grammar/ASGPS9NY
那 个 帅哥 姓 张 。,那个帅哥姓张。,nà gè shuàigē xìng zhāng 。,That handsome guy is named Zhang.,[sound:hsk2_grammar_sent425.mp3],:: Subj. + 姓 + [Surname] ::,Introducing people,"Using the verb ""xing""",https://resources.allsetlearning.com/chinese/grammar/ASGPS9NY
我 爸爸 姓 周，我 妈妈 姓 林 。,我爸爸姓周，我妈妈姓林。,wǒ bàbà xìng zhōu，wǒ māmā xìng lín 。,My father's surname is Zhou and my mother's surname is Lin.,[sound:hsk2_grammar_sent426.mp3],:: Subj. + 姓 + [Surname] ::,Introducing people,"Using the verb ""xing""",https://resources.allsetlearning.com/chinese/grammar/ASGPS9NY
他 女朋友 姓 钱 。,他女朋友姓钱。,tā nv̌péngyǒu xìng qián 。,His girlfriend's surname is money.,[sound:hsk2_grammar_sent427.mp3],:: Subj. + 姓 + [Surname] ::,Introducing people,"Using the verb ""xing""",https://resources.allsetlearning.com/chinese/grammar/ASGPS9NY
你好，我 姓 毛 。,你好，我姓毛。,nǐhǎo，wǒ xìng máo 。,"Hello, my surname is Mao.",[sound:hsk2_grammar_sent428.mp3],:: Subj. + 姓 + [Surname] ::,Introducing people,"Using the verb ""xing""",https://resources.allsetlearning.com/chinese/grammar/ASGPS9NY
我 姓 赵，我 太太 也 姓 赵 。,我姓赵，我太太也姓赵。,wǒ xìng zhào，wǒ tàitài yě xìng zhào 。,"My surname is Zhao, and my wife is also surnamed Zhao.",[sound:hsk2_grammar_sent429.mp3],:: Subj. + 姓 + [Surname] ::,Introducing people,"Using the verb ""xing""",https://resources.allsetlearning.com/chinese/grammar/ASGPS9NY
我 的 中文 老师 姓 陈 。,我的中文老师姓陈。,wǒ de zhōngwén lǎoshī xìng chén 。,My Chinese teacher's surname is Chen.,[sound:hsk2_grammar_sent430.mp3],:: Subj. + 姓 + [Surname] ::,Introducing people,"Using the verb ""xing""",https://resources.allsetlearning.com/chinese/grammar/ASGPS9NY
你 奶奶 也 姓 陈 吗 ？,你奶奶也姓陈吗？,nǐ nǎinǎi yě xìng chén ma ？,Is your grandmother surnamed Chen?,[sound:hsk2_grammar_sent431.mp3],:: Subj. + 姓 + [Surname] ::,Introducing people,"Using the verb ""xing""",https://resources.allsetlearning.com/chinese/grammar/ASGPS9NY
他们 都 姓 李 。,他们都姓李。,tāmen dū xìng lǐ 。,They are all surnamed Li.,[sound:hsk2_grammar_sent432.mp3],:: Subj. + 姓 + [Surname] ::,Introducing people,"Using the verb ""xing""",https://resources.allsetlearning.com/chinese/grammar/ASGPS9NY
你 姓 什么?,你姓什么?,nǐ xìng shíyāo?,What is your surname?,[sound:hsk2_grammar_sent433.mp3],:: Subj. + 姓 + [Surname] ::,Introducing people,"Using the verb ""xing""",https://resources.allsetlearning.com/chinese/grammar/ASGPS9NY
您 贵 姓 ？,您贵姓？,nín gùi xìng ？,Your name?,[sound:hsk2_grammar_sent434.mp3],:: Subj. + 姓 + [Surname] ::,Introducing people,"Using the verb ""xing""",https://resources.allsetlearning.com/chinese/grammar/ASGPS9NY
你 要 什么 ？,你要什么？,nǐ yào shíyāo ？,what would you like?,[sound:hsk2_grammar_sent435.mp3],:: Subj. + 要 + Noun ::,"Referring to the future, Expressing desires, Expressing determination","Auxiliary verb ""yao"" and its multiple meanings",https://resources.allsetlearning.com/chinese/grammar/ASG95AL1
我 要 一 杯 水 。,我要一杯水。,wǒ yào yī bēi shǔi 。,I want a glass of water.,[sound:hsk2_grammar_sent436.mp3],:: Subj. + 要 + Noun ::,"Referring to the future, Expressing desires, Expressing determination","Auxiliary verb ""yao"" and its multiple meanings",https://resources.allsetlearning.com/chinese/grammar/ASG95AL1
你们 都 要 冰 可乐 吗 ？,你们都要冰可乐吗？,nǐmen dū yào bīng kělè ma ？,Do you all need ice cola?,[sound:hsk2_grammar_sent437.mp3],:: Subj. + 要 + Noun ::,"Referring to the future, Expressing desires, Expressing determination","Auxiliary verb ""yao"" and its multiple meanings",https://resources.allsetlearning.com/chinese/grammar/ASG95AL1
你 要 茶 还是 咖啡 ？,你要茶还是咖啡？,nǐ yào chá huánshì kāfēi ？,Do you want tea or coffee?,[sound:hsk2_grammar_sent438.mp3],:: Subj. + 要 + Noun ::,"Referring to the future, Expressing desires, Expressing determination","Auxiliary verb ""yao"" and its multiple meanings",https://resources.allsetlearning.com/chinese/grammar/ASG95AL1
我们 要 三 碗 米饭 。,我们要三碗米饭。,wǒmen yào sān wǎn mǐfàn 。,We want three bowls of rice.,[sound:hsk2_grammar_sent439.mp3],:: Subj. + 要 + Noun ::,"Referring to the future, Expressing desires, Expressing determination","Auxiliary verb ""yao"" and its multiple meanings",https://resources.allsetlearning.com/chinese/grammar/ASG95AL1
你 要 喝 什么 酒 ？,你要喝什么酒？,nǐ yào hē shíyāo jǐu ？,What wine do you want to drink?,[sound:hsk2_grammar_sent440.mp3],":: Subj. + 要 + Verb ::(要 (yào) as ""Want to"")","Referring to the future, Expressing desires, Expressing determination","Auxiliary verb ""yao"" and its multiple meanings",https://resources.allsetlearning.com/chinese/grammar/ASG95AL1
爸爸 要 买 一 个 新 手机 。,爸爸要买一个新手机。,bàbà yào mǎi yī gè xīn shǒujī 。,Dad wants to buy a new mobile phone.,[sound:hsk2_grammar_sent441.mp3],":: Subj. + 要 + Verb ::(要 (yào) as ""Want to"")","Referring to the future, Expressing desires, Expressing determination","Auxiliary verb ""yao"" and its multiple meanings",https://resources.allsetlearning.com/chinese/grammar/ASG95AL1
我 要 跟 你 一起 去 。,我要跟你一起去。,wǒ yào gēn nǐ yīqǐ qù 。,I want to go with you.,[sound:hsk2_grammar_sent442.mp3],":: Subj. + 要 + Verb ::(要 (yào) as ""Want to"")","Referring to the future, Expressing desires, Expressing determination","Auxiliary verb ""yao"" and its multiple meanings",https://resources.allsetlearning.com/chinese/grammar/ASG95AL1
她 要 去 大城市 找 工作 。,她要去大城市找工作。,tā yào qù dàchéngshì zhǎo gōngzuò 。,She is going to find a job in a big city.,[sound:hsk2_grammar_sent443.mp3],":: Subj. + 要 + Verb ::(要 (yào) as ""Want to"")","Referring to the future, Expressing desires, Expressing determination","Auxiliary verb ""yao"" and its multiple meanings",https://resources.allsetlearning.com/chinese/grammar/ASG95AL1
周末 你们 要 一起 看 电影 吗 ？,周末你们要一起看电影吗？,zhōumò nǐmen yào yīqǐ kàn diànyǐng ma ？,Are you going to watch a movie together this weekend?,[sound:hsk2_grammar_sent444.mp3],":: Subj. + 要 + Verb ::(要 (yào) as ""Want to"")","Referring to the future, Expressing desires, Expressing determination","Auxiliary verb ""yao"" and its multiple meanings",https://resources.allsetlearning.com/chinese/grammar/ASG95AL1
你 要 早 点 睡觉 。,你要早点睡觉。,nǐ yào zǎo diǎn shùijué 。,You have to go to bed early.,[sound:hsk2_grammar_sent445.mp3],":: Subj. + 要 + Verb ::(要 (yào) as ""Need to"")","Referring to the future, Expressing desires, Expressing determination","Auxiliary verb ""yao"" and its multiple meanings",https://resources.allsetlearning.com/chinese/grammar/ASG95AL1
我们 明天 要 上班 。,我们明天要上班。,wǒmen míngtiān yào shàngbān 。,We are going to work tomorrow.,[sound:hsk2_grammar_sent446.mp3],":: Subj. + 要 + Verb ::(要 (yào) as ""Need to"")","Referring to the future, Expressing desires, Expressing determination","Auxiliary verb ""yao"" and its multiple meanings",https://resources.allsetlearning.com/chinese/grammar/ASG95AL1
老板 今天 要 见 一个 新 客户 。,老板今天要见一个新客户。,lǎobǎn jīntiān yào jiàn yīgè xīn kèhù 。,The boss is going to meet a new customer today.,[sound:hsk2_grammar_sent447.mp3],":: Subj. + 要 + Verb ::(要 (yào) as ""Need to"")","Referring to the future, Expressing desires, Expressing determination","Auxiliary verb ""yao"" and its multiple meanings",https://resources.allsetlearning.com/chinese/grammar/ASG95AL1
老师 太 累 了， 要 好好 休息 。,老师太累了，要好好休息。,lǎoshī tài lèi le， yào hǎohǎo xīuxī 。,"The teacher is too tired, take a good rest.",[sound:hsk2_grammar_sent448.mp3],":: Subj. + 要 + Verb ::(要 (yào) as ""Need to"")","Referring to the future, Expressing desires, Expressing determination","Auxiliary verb ""yao"" and its multiple meanings",https://resources.allsetlearning.com/chinese/grammar/ASG95AL1
明天 下雨， 你 要 带 伞 。,明天下雨，你要带伞。,míngtiān xiàyǔ， nǐ yào dài sǎn 。,"It will rain tomorrow, you have to bring an umbrella.",[sound:hsk2_grammar_sent449.mp3],":: Subj. + 要 + Verb ::(要 (yào) as ""Need to"")","Referring to the future, Expressing desires, Expressing determination","Auxiliary verb ""yao"" and its multiple meanings",https://resources.allsetlearning.com/chinese/grammar/ASG95AL1
星期五 我们 要 开会 。,星期五我们要开会。,xīngqīwǔ wǒmen yào kāihùi 。,We have a meeting on Friday.,[sound:hsk2_grammar_sent450.mp3],":: Subj. + 要 + Verb ::(要 (yào) as ""Going to"")","Referring to the future, Expressing desires, Expressing determination","Auxiliary verb ""yao"" and its multiple meanings",https://resources.allsetlearning.com/chinese/grammar/ASG95AL1
12 点 我 要 去 吃饭 。,12点我要去吃饭。,12 diǎn wǒ yào qù chīfàn 。,I'm going to eat at 12 o'clock.,[sound:hsk2_grammar_sent451.mp3],":: Subj. + 要 + Verb ::(要 (yào) as ""Going to"")","Referring to the future, Expressing desires, Expressing determination","Auxiliary verb ""yao"" and its multiple meanings",https://resources.allsetlearning.com/chinese/grammar/ASG95AL1
老板 下周 要 出差 吗 ？,老板下周要出差吗？,lǎobǎn xiàzhōu yào chūchà ma ？,Is the boss going on a business trip next week?,[sound:hsk2_grammar_sent452.mp3],":: Subj. + 要 + Verb ::(要 (yào) as ""Going to"")","Referring to the future, Expressing desires, Expressing determination","Auxiliary verb ""yao"" and its multiple meanings",https://resources.allsetlearning.com/chinese/grammar/ASG95AL1
他们 明年 要 结婚 了 。,他们明年要结婚了。,tāmen míngnián yào jiéhūn le 。,They are getting married next year.,[sound:hsk2_grammar_sent453.mp3],":: Subj. + 要 + Verb ::(要 (yào) as ""Going to"")","Referring to the future, Expressing desires, Expressing determination","Auxiliary verb ""yao"" and its multiple meanings",https://resources.allsetlearning.com/chinese/grammar/ASG95AL1
今年 你 要 回家 过年 吗 ？,今年你要回家过年吗？,jīnnián nǐ yào húijiā guònián ma ？,Are you going home for the New Year this year?,[sound:hsk2_grammar_sent454.mp3],":: Subj. + 要 + Verb ::(要 (yào) as ""Going to"")","Referring to the future, Expressing desires, Expressing determination","Auxiliary verb ""yao"" and its multiple meanings",https://resources.allsetlearning.com/chinese/grammar/ASG95AL1
我 明天 要 买 一 个 iPhone 。,我明天要买一个iPhone。,wǒ míngtiān yào mǎi yī gè iPhone 。,I will buy an iPhone tomorrow.,[sound:hsk2_grammar_sent455.mp3],:: (Time) + Subj. + 要 + Verb ::,"Referring to the future, Referring to changes of situation, Expressing desires, Expressing determination","Expressing ""be going to"" with ""yao""",https://resources.allsetlearning.com/chinese/grammar/ASGVT2KN
你们 现在 要 出去 吗 ？,你们现在要出去吗？,nǐmen xiànzài yào chūqù ma ？,Are you going out now?,[sound:hsk2_grammar_sent456.mp3],:: (Time) + Subj. + 要 + Verb ::,"Referring to the future, Referring to changes of situation, Expressing desires, Expressing determination","Expressing ""be going to"" with ""yao""",https://resources.allsetlearning.com/chinese/grammar/ASGVT2KN
我们 今年 要 去 美国 。,我们今年要去美国。,wǒmen jīnnián yào qù měiguó 。,We are going to the United States this year.,[sound:hsk2_grammar_sent457.mp3],:: (Time) + Subj. + 要 + Verb ::,"Referring to the future, Referring to changes of situation, Expressing desires, Expressing determination","Expressing ""be going to"" with ""yao""",https://resources.allsetlearning.com/chinese/grammar/ASGVT2KN
他 下 个 月 要 来 中国 工作 。,他下个月要来中国工作。,tā xià gè yuè yào lái zhōngguó gōngzuò 。,He will come to China to work next month.,[sound:hsk2_grammar_sent458.mp3],:: (Time) + Subj. + 要 + Verb ::,"Referring to the future, Referring to changes of situation, Expressing desires, Expressing determination","Expressing ""be going to"" with ""yao""",https://resources.allsetlearning.com/chinese/grammar/ASGVT2KN
你 下 个 星期 要 去 她 家 吃 晚饭 吗 ？,你下个星期要去她家吃晚饭吗？,nǐ xià gè xīngqī yào qù tā jiā chī wǎnfàn ma ？,Are you going to her house for dinner next week?,[sound:hsk2_grammar_sent459.mp3],:: (Time) + Subj. + 要 + Verb ::,"Referring to the future, Referring to changes of situation, Expressing desires, Expressing determination","Expressing ""be going to"" with ""yao""",https://resources.allsetlearning.com/chinese/grammar/ASGVT2KN
这 个 星期天 你 要 做 什么 ？,这个星期天你要做什么？,zhè gè xīngqītiān nǐ yào zuò shíyāo ？,What are you going to do this Sunday?,[sound:hsk2_grammar_sent460.mp3],:: (Time) + Subj. + 要 + Verb ::,"Referring to the future, Referring to changes of situation, Expressing desires, Expressing determination","Expressing ""be going to"" with ""yao""",https://resources.allsetlearning.com/chinese/grammar/ASGVT2KN
我 晚上 要 给 妈妈 打电话 。,我晚上要给妈妈打电话。,wǒ wǎnshàng yào gěi māmā dǎdiànhuà 。,I want to call my mother at night.,[sound:hsk2_grammar_sent461.mp3],:: (Time) + Subj. + 要 + Verb ::,"Referring to the future, Referring to changes of situation, Expressing desires, Expressing determination","Expressing ""be going to"" with ""yao""",https://resources.allsetlearning.com/chinese/grammar/ASGVT2KN
下午 老师 要 来 我家 。,下午老师要来我家。,xiàwǔ lǎoshī yào lái wǒjiā 。,The teacher is coming to my house this afternoon.,[sound:hsk2_grammar_sent462.mp3],:: (Time) + Subj. + 要 + Verb ::,"Referring to the future, Referring to changes of situation, Expressing desires, Expressing determination","Expressing ""be going to"" with ""yao""",https://resources.allsetlearning.com/chinese/grammar/ASGVT2KN
老板 明天 要 见 他们 吗 ？,老板明天要见他们吗？,lǎobǎn míngtiān yào jiàn tāmen ma ？,Does the boss want to see them tomorrow?,[sound:hsk2_grammar_sent463.mp3],:: (Time) + Subj. + 要 + Verb ::,"Referring to the future, Referring to changes of situation, Expressing desires, Expressing determination","Expressing ""be going to"" with ""yao""",https://resources.allsetlearning.com/chinese/grammar/ASGVT2KN
下班 以后 你 要 回家 吗 ？,下班以后你要回家吗？,xiàbān yǐhòu nǐ yào húijiā ma ？,Do you have to go home after work?,[sound:hsk2_grammar_sent464.mp3],:: (Time) + Subj. + 要 + Verb ::,"Referring to the future, Referring to changes of situation, Expressing desires, Expressing determination","Expressing ""be going to"" with ""yao""",https://resources.allsetlearning.com/chinese/grammar/ASGVT2KN
我 可以 进来 吗 ？,我可以进来吗？,wǒ kěyǐ jìnlái ma ？,may I come in?,[sound:hsk2_grammar_sent465.mp3],:: Subj. + (不 )+ 可以 + Verb + Obj. ::,"Requesting, Expressing ability","Expressing permission with ""keyi""",https://resources.allsetlearning.com/chinese/grammar/ASG6SPYK
二十 一 岁 以后 可以 喝酒 。,二十一岁以后可以喝酒。,èrshí yī sùi yǐhòu kěyǐ hējǐu 。,You can drink alcohol after 21 years old.,[sound:hsk2_grammar_sent466.mp3],:: Subj. + (不 )+ 可以 + Verb + Obj. ::,"Requesting, Expressing ability","Expressing permission with ""keyi""",https://resources.allsetlearning.com/chinese/grammar/ASG6SPYK
妈妈，我 可以 出去 玩 吗 ？,妈妈，我可以出去玩吗？,māmā，wǒ kěyǐ chūqù wán ma ？,"Mom, can I go out to play?",[sound:hsk2_grammar_sent467.mp3],:: Subj. + (不 )+ 可以 + Verb + Obj. ::,"Requesting, Expressing ability","Expressing permission with ""keyi""",https://resources.allsetlearning.com/chinese/grammar/ASG6SPYK
我们 可以 在 办公室 吃饭 吗 ？,我们可以在办公室吃饭吗？,wǒmen kěyǐ zài bàngōngshì chīfàn ma ？,Can we eat in the office?,[sound:hsk2_grammar_sent468.mp3],:: Subj. + (不 )+ 可以 + Verb + Obj. ::,"Requesting, Expressing ability","Expressing permission with ""keyi""",https://resources.allsetlearning.com/chinese/grammar/ASG6SPYK
我 可以 在 这里 停车 吗 ？,我可以在这里停车吗？,wǒ kěyǐ zài zhèlǐ tíngchē ma ？,Can I park here?,[sound:hsk2_grammar_sent469.mp3],:: Subj. + (不 )+ 可以 + Verb + Obj. ::,"Requesting, Expressing ability","Expressing permission with ""keyi""",https://resources.allsetlearning.com/chinese/grammar/ASG6SPYK
孩子 不 可以 看 这 个 。,孩子不可以看这个。,háizǐ bù kěyǐ kàn zhè gè 。,Children cannot watch this.,[sound:hsk2_grammar_sent470.mp3],:: Subj. + (不 )+ 可以 + Verb + Obj. ::,"Requesting, Expressing ability","Expressing permission with ""keyi""",https://resources.allsetlearning.com/chinese/grammar/ASG6SPYK
你 现在 不 可以 进去 。,你现在不可以进去。,nǐ xiànzài bù kěyǐ jìnqù 。,You cannot go in now.,[sound:hsk2_grammar_sent471.mp3],:: Subj. + (不 )+ 可以 + Verb + Obj. ::,"Requesting, Expressing ability","Expressing permission with ""keyi""",https://resources.allsetlearning.com/chinese/grammar/ASG6SPYK
这里 不 可以抽烟 。,这里不可以抽烟。,zhèlǐ bù kěyǐchōuyān 。,No smoking is allowed here.,[sound:hsk2_grammar_sent472.mp3],:: Subj. + (不 )+ 可以 + Verb + Obj. ::,"Requesting, Expressing ability","Expressing permission with ""keyi""",https://resources.allsetlearning.com/chinese/grammar/ASG6SPYK
我们 都 不 可以 去 。,我们都不可以去。,wǒmen dū bù kěyǐ qù 。,None of us can go.,[sound:hsk2_grammar_sent473.mp3],:: Subj. + (不 )+ 可以 + Verb + Obj. ::,"Requesting, Expressing ability","Expressing permission with ""keyi""",https://resources.allsetlearning.com/chinese/grammar/ASG6SPYK
你 不 可以 说 脏话 。,你不可以说脏话。,nǐ bù kěyǐ shuō zānghuà 。,You can't swear.,[sound:hsk2_grammar_sent474.mp3],:: Subj. + (不 )+ 可以 + Verb + Obj. ::,"Requesting, Expressing ability","Expressing permission with ""keyi""",https://resources.allsetlearning.com/chinese/grammar/ASG6SPYK
他 要 学 中文 。,他要学中文。,tā yào xué zhōngwén 。,He wants to learn Chinese.,[sound:hsk2_grammar_sent475.mp3],:: Subj. + 要 + Verb + Obj. ::,"Referring to the future, Expressing desires, Expressing determination, Expressing purpose","Wanting to do something with ""yao""",https://resources.allsetlearning.com/chinese/grammar/ASGXVEAR
宝宝 要 睡觉 。,宝宝要睡觉。,bǎobǎo yào shùijué 。,The baby is going to sleep.,[sound:hsk2_grammar_sent476.mp3],:: Subj. + 要 + Verb + Obj. ::,"Referring to the future, Expressing desires, Expressing determination, Expressing purpose","Wanting to do something with ""yao""",https://resources.allsetlearning.com/chinese/grammar/ASGXVEAR
早饭 我 要 吃 肉 。,早饭我要吃肉。,zǎofàn wǒ yào chī ròu 。,I'm going to eat meat for breakfast.,[sound:hsk2_grammar_sent477.mp3],:: Subj. + 要 + Verb + Obj. ::,"Referring to the future, Expressing desires, Expressing determination, Expressing purpose","Wanting to do something with ""yao""",https://resources.allsetlearning.com/chinese/grammar/ASGXVEAR
今天 很 累，我 要 休息 。,今天很累，我要休息。,jīntiān hěn lèi，wǒ yào xīuxī 。,"Today is very tired, I want to rest.",[sound:hsk2_grammar_sent478.mp3],:: Subj. + 要 + Verb + Obj. ::,"Referring to the future, Expressing desires, Expressing determination, Expressing purpose","Wanting to do something with ""yao""",https://resources.allsetlearning.com/chinese/grammar/ASGXVEAR
这 个 周末 你们 要 做什么 ？,这个周末你们要做什么？,zhè gè zhōumò nǐmen yào zuòshíyāo ？,What are you going to do this weekend?,[sound:hsk2_grammar_sent479.mp3],:: Subj. + 要 + Verb + Obj. ::,"Referring to the future, Expressing desires, Expressing determination, Expressing purpose","Wanting to do something with ""yao""",https://resources.allsetlearning.com/chinese/grammar/ASGXVEAR
我 要 喝 咖啡 。,我要喝咖啡。,wǒ yào hē kāfēi 。,I'd like coffee.,[sound:hsk2_grammar_sent480.mp3],:: Subj. + 要 + Verb + Obj. ::,"Referring to the future, Expressing desires, Expressing determination, Expressing purpose","Wanting to do something with ""yao""",https://resources.allsetlearning.com/chinese/grammar/ASGXVEAR
我 想 喝 咖啡 。,我想喝咖啡。,wǒ xiǎng hē kāfēi 。,I want to drink coffee.,[sound:hsk2_grammar_sent481.mp3],:: Subj. + 要 + Verb + Obj. ::,"Referring to the future, Expressing desires, Expressing determination, Expressing purpose","Wanting to do something with ""yao""",https://resources.allsetlearning.com/chinese/grammar/ASGXVEAR
你 要 吃 什么 ？,你要吃什么？,nǐ yào chī shíyāo ？,What do you want to eat?,[sound:hsk2_grammar_sent482.mp3],:: Subj. + 要 + Verb + Obj. ::,"Referring to the future, Expressing desires, Expressing determination, Expressing purpose","Wanting to do something with ""yao""",https://resources.allsetlearning.com/chinese/grammar/ASGXVEAR
你 想 吃 什么 ？,你想吃什么？,nǐ xiǎng chī shíyāo ？,What do you want to eat?,[sound:hsk2_grammar_sent483.mp3],:: Subj. + 要 + Verb + Obj. ::,"Referring to the future, Expressing desires, Expressing determination, Expressing purpose","Wanting to do something with ""yao""",https://resources.allsetlearning.com/chinese/grammar/ASGXVEAR
我 要 回家 吃饭 。,我要回家吃饭。,wǒ yào húijiā chīfàn 。,I want to go home for dinner.,[sound:hsk2_grammar_sent484.mp3],:: Subj. + [Verb Phrase 1] + [Verb Phrase 2] ::,Sequencing events in time,Actions in a row,https://resources.allsetlearning.com/chinese/grammar/ASGPRGAX
你 要 去 超市 买 东西 吗 ？,你要去超市买东西吗？,nǐ yào qù chāoshì mǎi dōngxī ma ？,Are you going to the supermarket to buy things?,[sound:hsk2_grammar_sent485.mp3],:: Subj. + [Verb Phrase 1] + [Verb Phrase 2] ::,Sequencing events in time,Actions in a row,https://resources.allsetlearning.com/chinese/grammar/ASGPRGAX
他 不 想 去 图书馆 看 书 。,他不想去图书馆看书。,tā bù xiǎng qù túshūguǎn kàn shū 。,He didn't want to go to the library to read books.,[sound:hsk2_grammar_sent486.mp3],:: Subj. + [Verb Phrase 1] + [Verb Phrase 2] ::,Sequencing events in time,Actions in a row,https://resources.allsetlearning.com/chinese/grammar/ASGPRGAX
你 打 电话 告诉 他 了 吗 ？,你打电话告诉他了吗？,nǐ dǎ diànhuà gàosù tā le ma ？,Did you call to tell him?,[sound:hsk2_grammar_sent487.mp3],:: Subj. + [Verb Phrase 1] + [Verb Phrase 2] ::,Sequencing events in time,Actions in a row,https://resources.allsetlearning.com/chinese/grammar/ASGPRGAX
我们 要 坐 飞机 去 美国 。,我们要坐飞机去美国。,wǒmen yào zuò fēijī qù měiguó 。,We are going to the United States by plane.,[sound:hsk2_grammar_sent488.mp3],:: Subj. + [Verb Phrase 1] + [Verb Phrase 2] ::,Sequencing events in time,Actions in a row,https://resources.allsetlearning.com/chinese/grammar/ASGPRGAX
你们 可以 上 网 买 机票 吗 ？,你们可以上网买机票吗？,nǐmen kěyǐ shàng wǎng mǎi jīpiào ma ？,Can you buy tickets online?,[sound:hsk2_grammar_sent489.mp3],:: Subj. + [Verb Phrase 1] + [Verb Phrase 2] ::,Sequencing events in time,Actions in a row,https://resources.allsetlearning.com/chinese/grammar/ASGPRGAX
老板 下周 去 北京 开 会 。,老板下周去北京开会。,lǎobǎn xiàzhōu qù běijīng kāi hùi 。,The boss will go to Beijing for a meeting next week.,[sound:hsk2_grammar_sent490.mp3],:: Subj. + [Verb Phrase 1] + [Verb Phrase 2] ::,Sequencing events in time,Actions in a row,https://resources.allsetlearning.com/chinese/grammar/ASGPRGAX
中国人 都 要 回家 过 年 。,中国人都要回家过年。,zhōngguórén dū yào húijiā guò nián 。,Chinese people have to go home for the Chinese New Year.,[sound:hsk2_grammar_sent491.mp3],:: Subj. + [Verb Phrase 1] + [Verb Phrase 2] ::,Sequencing events in time,Actions in a row,https://resources.allsetlearning.com/chinese/grammar/ASGPRGAX
周末 我 喜欢 自己 买 菜 做饭 。,周末我喜欢自己买菜做饭。,zhōumò wǒ xǐhuān zìjǐ mǎi cài zuòfàn 。,On the weekend I like to buy my own food and cook.,[sound:hsk2_grammar_sent492.mp3],:: Subj. + [Verb Phrase 1] + [Verb Phrase 2] ::,Sequencing events in time,Actions in a row,https://resources.allsetlearning.com/chinese/grammar/ASGPRGAX
早上 我 先 刷 牙 洗 脸，再 吃 早饭 。,早上我先刷牙洗脸，再吃早饭。,zǎoshàng wǒ xiān shuā yá xǐ liǎn，zài chī zǎofàn 。,"In the morning, I brush my teeth and wash my face before eating breakfast.",[sound:hsk2_grammar_sent493.mp3],:: Subj. + [Verb Phrase 1] + [Verb Phrase 2] ::,Sequencing events in time,Actions in a row,https://resources.allsetlearning.com/chinese/grammar/ASGPRGAX
我们 一起 吃 晚饭 吧 。,我们一起吃晚饭吧。,wǒmen yīqǐ chī wǎnfàn ba 。,Let's have dinner together.,[sound:hsk2_grammar_sent494.mp3],:: Subj. + 一起 + Verb + Obj. ::,,"Expressing ""together"" with ""yiqi""",https://resources.allsetlearning.com/chinese/grammar/ASGNVE15
早上 我 和 老公 一起 去 上班 。,早上我和老公一起去上班。,zǎoshàng wǒ hé lǎogōng yīqǐ qù shàngbān 。,"In the morning, I went to work with my husband.",[sound:hsk2_grammar_sent495.mp3],:: Subj. + 一起 + Verb + Obj. ::,,"Expressing ""together"" with ""yiqi""",https://resources.allsetlearning.com/chinese/grammar/ASGNVE15
周末 我们 一起 去 看电影，好 吗 ？,周末我们一起去看电影，好吗？,zhōumò wǒmen yīqǐ qù kàndiànyǐng，hǎo ma ？,"Let's go to the movies together on the weekend, shall we?",[sound:hsk2_grammar_sent496.mp3],:: Subj. + 一起 + Verb + Obj. ::,,"Expressing ""together"" with ""yiqi""",https://resources.allsetlearning.com/chinese/grammar/ASGNVE15
这 两 个 公司 一起 做 这个 产品 。,这两个公司一起做这个产品。,zhè liǎng gè gōngsī yīqǐ zuò zhègè chǎnpǐn 。,The two companies make this product together.,[sound:hsk2_grammar_sent497.mp3],:: Subj. + 一起 + Verb + Obj. ::,,"Expressing ""together"" with ""yiqi""",https://resources.allsetlearning.com/chinese/grammar/ASGNVE15
